file	ploidy	quality_manual	coverage	spikiness	evenness.mean	evenness.med	end	background	reads.per.mb.bpr	coverage.bpr	gene
recql5-wrn-6-200uv-f10-r1-c6_S447_.processed.bam	2	G	0.029929683	0.129301905	0.220794794	0.20735751	se	0.060946696	379	2.55	WRN/RECQL5
recql5-wrn-6-200uv-f10-r2-c2_S450_.processed.bam	2	G	0.014513126	0.129419984	0.226231964	0.214282548	se	0.010949344	182	1.24	WRN/RECQL5
recql5-wrn-6-200uv-f10-r2-c4_S452_.processed.bam	2	G	0.013201121	0.120332363	0.225359272	0.20916369	se	0.02847	187	1.22	WRN/RECQL5
recql5-wrn-6-200uv-f10-r2-c5_S453_.processed.bam	2	G	0.024416165	0.106914518	0.233872389	0.213342557	se	0.014628209	315	2.08	WRN/RECQL5
recql5-wrn-6-200uv-f10-r3-c1_S456_.processed.bam	2	G	0.026506819	0.106506505	0.224301923	0.204355127	se	0.016698313	341	2.24	WRN/RECQL5
recql5-wrn-6-200uv-f10-r3-c5_S460_.processed.bam	2	G	0.025576481	0.119509734	0.233821355	0.214851648	se	0.031389738	325	2.15	WRN/RECQL5
recql5-wrn-6-200uv-f10-r4-c1_S463_.processed.bam	2	G	0.025721284	0.141130001	0.220043529	0.214194342	se	0.060893493	316	2.17	WRN/RECQL5
recql5-wrn-6-200uv-f10-r4-c4_S466_.processed.bam	2	G	0.021947508	0.112119169	0.237785663	0.221656402	se	0.012339562	286	1.88	WRN/RECQL5
recql5-wrn-6-200uv-f10-r4-c5_S467_.processed.bam	2	G	0.019696878	0.122683759	0.231967961	0.207310265	se	0.033201266	253	1.65	WRN/RECQL5
recql5-wrn-6-200uv-f10-r5-c2_S471_.processed.bam	2	G	0.022402718	0.108827256	0.224342583	0.206123689	se	0.017293346	284	1.9	WRN/RECQL5
recql5-wrn-6-200uv-f10-r5-c3_S472_.processed.bam	2	G	0.027152648	0.127376007	0.220249794	0.206834762	se	0.03798339	343	2.31	WRN/RECQL5
recql5-wrn-6-200uv-f10-r5-c5_S474_.processed.bam	2	G	0.025221704	0.106301264	0.226070682	0.206778106	se	0.01047474	323	2.13	WRN/RECQL5
recql5-wrn-6-200uv-f10-r6-c1_S477_.processed.bam	2	G	0.011035896	0.137238479	0.217102434	0.210635586	se	0.016559272	137	0.94	WRN/RECQL5
recql5-wrn-6-200uv-f10-r6-c4_S480_.processed.bam	2	G	0.015125641	0.119344168	0.243243702	0.214746861	se	0.015559944	218	1.37	WRN/RECQL5
recql5-wrn-6-200uv-f10-r6-c5_S481_.processed.bam	2	G	0.016984793	0.11788518	0.2394117	0.210383155	se	0.020122918	247	1.55	WRN/RECQL5
wrn-1-100uv-f11-r1-c2_S492_.processed.bam	2	G	0.031111286	0.106159288	0.188035433	0.187314483	se	0.024257378	371	2.65	WRN
wrn-1-100uv-f11-r1-c3_S493_.processed.bam	2	G	0.023259776	0.115503344	0.225599174	0.209393218	se	0.025934728	301	1.99	WRN
wrn-1-100uv-f11-r1-c4_S494_.processed.bam	2	G	0.024793771	0.106379702	0.18279564	0.177421846	se	0.02404539	311	2.15	WRN
wrn-1-100uv-f11-r1-c5_S495_.processed.bam	2	G	0.02386509	0.115376627	0.186065352	0.183811374	se	0.019683296	287	2.03	WRN
wrn-1-100uv-f11-r1-c6_S496_.processed.bam	2	G	0.028972993	0.105053375	0.173143457	0.172271422	se	0.027271055	352	2.49	WRN
wrn-1-100uv-f11-r2-c2_S499_.processed.bam	2	G	0.015529106	0.136970912	0.196930365	0.192119624	se	0.058079594	187	1.32	WRN
wrn-1-100uv-f11-r2-c4_S501_.processed.bam	2	G	0.012496856	0.124599327	0.19710068	0.191762811	se	0.028187197	173	1.17	WRN
wrn-1-100uv-f11-r2-c5_S502_.processed.bam	2	G	0.023412034	0.114589347	0.197707852	0.190776788	se	0.023520929	294	2.02	WRN
wrn-1-100uv-f11-r2-c6_S503_.processed.bam	2	G	0.026298089	0.108972594	0.196060423	0.186691818	se	0.029384625	330	2.26	WRN
wrn-1-100uv-f11-r3-c2_S506_.processed.bam	2	G	0.023102694	0.109234534	0.198172284	0.190479124	se	0.030718444	289	1.99	WRN
wrn-1-100uv-f11-r3-c3_S507_.processed.bam	2	G	0.018814498	0.116802367	0.186756922	0.18628882	se	0.020645918	224	1.61	WRN
wrn-1-100uv-f11-r3-c5_S509_.processed.bam	2	G	0.021777339	0.109253786	0.187494311	0.183424484	se	0.023480089	263	1.84	WRN
wrn-1-100uv-f11-r3-c6_S510_.processed.bam	2	G	0.025423489	0.114935119	0.180062641	0.178917716	se	0.034067411	304	2.16	WRN
wrn-1-100uv-f11-r4-c1_S512_.processed.bam	2	G	0.018064193	0.15215493	0.205010476	0.200028217	se	0.020951724	222	1.53	WRN
wrn-1-100uv-f11-r4-c2_S513_.processed.bam	2	G	0.003559213	0.409773018	0.250223556	0.243208333	se	0.090532757	34	0.29	WRN
wrn-1-100uv-f11-r4-c3_S514_.processed.bam	2	G	0.022805396	0.107205494	0.184746083	0.180012269	se	0.038162697	283	1.97	WRN
wrn-1-100uv-f11-r4-c5_S516_.processed.bam	2	G	0.015349147	0.127296055	0.176452499	0.174898946	se	0.019249622	182	1.29	WRN
wrn-1-100uv-f11-r4-c6_S517_.processed.bam	2	G	0.020055968	0.112483087	0.196244255	0.190220107	se	0.023499406	247	1.71	WRN
wrn-1-100uv-f11-r5-c1_S519_.processed.bam	2	G	0.023711652	0.107913695	0.189122383	0.186874239	se	0.022520799	282	2.01	WRN
wrn-1-100uv-f11-r5-c2_S520_.processed.bam	2	G	0.024094843	0.125070483	0.210046609	0.2029485	se	0.048551509	297	2.06	WRN
wrn-1-100uv-f11-r5-c3_S521_.processed.bam	2	G	0.02569588	0.107462185	0.219468145	0.205686373	se	0.025207099	322	2.17	WRN
wrn-1-100uv-f11-r5-c4_S522_.processed.bam	2	G	0.017067799	0.119057466	0.182837247	0.179930962	se	0.024021318	212	1.49	WRN
wrn-1-100uv-f11-r5-c5_S523_.processed.bam	2	G	0.017807468	0.123864177	0.191812222	0.189185827	se	0.046950081	212	1.5	WRN
wrn-1-100uv-f11-r5-c6_S524_.processed.bam	2	G	0.0199261	0.111475973	0.18421952	0.180648758	se	0.048093719	244	1.71	WRN
wrn-1-100uv-f11-r6-c1_S526_.processed.bam	2	G	0.011138441	0.135853083	0.20107774	0.19725564	se	0.02203348	135	0.95	WRN
wrn-1-100uv-f11-r6-c2_S527_.processed.bam	2	G	0.021213688	0.121275557	0.194814192	0.19080649	se	0.022301327	275	1.89	WRN
wrn-1-100uv-f11-r6-c4_S529_.processed.bam	2	G	0.015229884	0.156934313	0.214601373	0.211992648	se	0.094446983	206	1.41	WRN
wrn-1-200uv-f12-r1-c2_S541_.processed.bam	2	G	0.027150541	0.10354666	0.183976422	0.179946815	se	0.022817087	337	2.33	WRN
wrn-1-200uv-f12-r1-c3_S542_.processed.bam	2	G	0.026921973	0.12129011	0.212555068	0.206735407	se	0.022477585	332	2.28	WRN
wrn-1-200uv-f12-r1-c4_S543_.processed.bam	2	G	0.03826328	0.096489289	0.21715609	0.195906524	se	0.017085371	486	3.23	WRN
wrn-1-200uv-f12-r1-c5_S544_.processed.bam	2	G	0.030735029	0.117311348	0.203419171	0.19887914	se	0.056268085	371	2.59	WRN
wrn-1-200uv-f12-r1-c6_S545_.processed.bam	2	G	0.029667563	0.103729115	0.190008182	0.182419075	se	0.022724518	369	2.52	WRN
wrn-1-200uv-f12-r2-c2_S548_.processed.bam	2	G	0.015531019	0.123740783	0.204358197	0.19772002	se	0.020669512	185	1.3	WRN
wrn-1-200uv-f12-r2-c4_S550_.processed.bam	2	G	0.013448238	0.118405112	0.209980665	0.199819029	se	0.026655862	191	1.26	WRN
wrn-1-200uv-f12-r2-c5_S551_.processed.bam	2	G	0.0029819	0.390365603	0.243885668	0.240937614	se	0.08950555	32	0.26	WRN
wrn-1-200uv-f12-r2-c6_S552_.processed.bam	2	G	0.031188994	0.127223974	0.189896461	0.188758292	se	0.037271258	380	2.68	WRN
wrn-1-200uv-f12-r3-c2_S555_.processed.bam	2	G	0.024924428	0.10663274	0.214050163	0.195713877	se	0.028836319	327	2.16	WRN
wrn-1-200uv-f12-r3-c4_S557_.processed.bam	2	G	0.016533118	0.120093038	0.209117409	0.200176056	se	0.017670795	209	1.43	WRN
wrn-1-200uv-f12-r3-c5_S558_.processed.bam	2	G	0.02568482	0.105369182	0.203166353	0.194811051	se	0.021408971	320	2.19	WRN
wrn-1-200uv-f12-r3-c6_S559_.processed.bam	2	G	0.028080045	0.106923643	0.175590646	0.173509272	se	0.019171818	345	2.4	WRN
wrn-1-200uv-f12-r4-c1_S561_.processed.bam	2	G	0.027836726	0.103443425	0.172576133	0.171272121	se	0.025644426	334	2.36	WRN
wrn-1-200uv-f12-r4-c2_S562_.processed.bam	2	G	0.032500124	0.10304486	0.181959417	0.181428286	se	0.025377442	389	2.75	WRN
wrn-1-200uv-f12-r4-c3_S563_.processed.bam	2	G	0.034465145	0.108682297	0.190346209	0.18587249	se	0.023703808	417	2.89	WRN
wrn-1-200uv-f12-r4-c4_S564_.processed.bam	2	G	0.026882035	0.112576188	0.198088743	0.19619554	se	0.023234433	328	2.3	WRN
wrn-1-200uv-f12-r4-c6_S566_.processed.bam	2	G	0.030938264	0.132368786	0.189939305	0.188651463	se	0.106084959	375	2.63	WRN
wrn-1-200uv-f12-r5-c1_S568_.processed.bam	2	G	0.023839397	0.10798675	0.197337729	0.189408706	se	0.015073025	287	1.99	WRN
wrn-1-200uv-f12-r5-c2_S569_.processed.bam	2	G	0.027010725	0.118470228	0.205726752	0.198959443	se	0.03821666	331	2.28	WRN
wrn-1-200uv-f12-r5-c3_S570_.processed.bam	2	G	0.030494208	0.129509596	0.189198791	0.188364145	se	0.043368981	361	2.56	WRN
wrn-1-200uv-f12-r5-c4_S571_.processed.bam	2	G	0.029981307	0.101319659	0.188568608	0.184473425	se	0.020489001	364	2.52	WRN
wrn-1-200uv-f12-r5-c6_S573_.processed.bam	2	G	0.022727249	0.162258749	0.203759873	0.203540012	se	0.078282768	262	1.89	WRN
wrn-1-200uv-f12-r6-c1_S575_.processed.bam	2	G	0.012814637	0.127869497	0.194439494	0.189108787	se	0.013283527	157	1.09	WRN
wrn-1-200uv-f12-r6-c2_S576_.processed.bam	2	G	0.027122369	0.116840678	0.167296474	0.164683277	se	0.038295766	334	2.44	WRN
wrn-1-200uv-f12-r6-c3_S577_.processed.bam	2	G	0.017138369	0.114449307	0.186893633	0.184632887	se	0.023152141	233	1.58	WRN
wrn-1-200uv-f12-r6-c4_S578_.processed.bam	2	G	0.017022513	0.123243653	0.211977777	0.204986675	se	0.04149516	235	1.57	WRN
wrn-1-200uv-f12-r6-c5_S579_.processed.bam	2	G	0.022414102	0.105029009	0.195384919	0.188831614	se	0.034011287	304	2.04	WRN
