file	ploidy	quality_manual	coverage	spikiness	evenness.mean	evenness.med	paired.end	background	reads.per.mb.bpr	coverage.bpr	gene
blm-recq5-1-single-f15-r3-c6_S510_.trimmed.mdup.bam	1	G	0.019326279	0.14293765	0.210470261	0.209296676	pe	0.008929774	121	0.89	BLM/RECQL5
blm-recq5-1-single-f15-r4-c1_S512_.trimmed.mdup.bam	1	G	0.011386446	0.204406884	0.214373604	0.211648395	pe	0.011714369	73	0.53	BLM/RECQL5
blm-recq5-1-single-f15-r4-c3_S514_.trimmed.mdup.bam	1	G	0.009713581	0.304499032	0.265902571	0.25282608	pe	0.012815529	71	0.46	BLM/RECQL5
blm-recq5-1-single-f15-r4-c4_S515_.trimmed.mdup.bam	1	G	0.021825426	0.239653633	0.242075366	0.230390372	pe	0.011369327	145	0.98	BLM/RECQL5
blm-recq5-1-single-f15-r4-c5_S516_.trimmed.mdup.bam	1	G	0.018206036	0.232079487	0.237383647	0.22363552	pe	0.010762309	123	0.83	BLM/RECQL5
blm-recq5-1-single-f15-r4-c6_S517_.trimmed.mdup.bam	1	G	0.01358008	0.282912098	0.251506175	0.237915578	pe	0.009653287	95	0.63	BLM/RECQL5
blm-recq5-1-single-f15-r5-c2_S520_.trimmed.mdup.bam	1	G	0.008134529	0.189437908	0.209713379	0.209447014	pe	0.010313581	52	0.39	BLM/RECQL5
blm-recq5-1-single-f15-r5-c4_S522_.trimmed.mdup.bam	1	G	0.024918744	0.184389866	0.216656368	0.21089535	pe	0.009818163	157	1.12	BLM/RECQL5
blm-recq5-1-single-f15-r5-c5_S523_.trimmed.mdup.bam	1	G	0.01500563	0.232565715	0.23197347	0.224105417	pe	0.009573679	99	0.69	BLM/RECQL5
blm-recq5-1-single-f15-r6-c1_S526_.trimmed.mdup.bam	1	G	0.017587105	0.164733988	0.20397424	0.203285541	pe	0.012717067	109	0.81	BLM/RECQL5
blm-recq5-1-single-f15-r6-c2_S527_.trimmed.mdup.bam	1	G	0.019035163	0.247463627	0.240484671	0.227299316	pe	0.011879036	128	0.86	BLM/RECQL5
blm-recq5-1-single-f15-r6-c3_S528_.trimmed.mdup.bam	1	G	0.023993567	0.140496017	0.20077844	0.200739212	pe	0.010730295	144	1.09	BLM/RECQL5
blm-recq5-1-single-f15-r6-c4_S529_.trimmed.mdup.bam	1	G	0.007517296	0.194957165	0.213646286	0.213133761	pe	0.013922606	48	0.36	BLM/RECQL5
blm-recq5-1-single-f15-r6-c5_S530_.trimmed.mdup.bam	1	G	0.014185293	0.157631915	0.204958287	0.204879667	pe	0.029618491	87	0.66	BLM/RECQL5
blm-recq5-1-single-f15-r6-c7_S532_.trimmed.mdup.bam	1	G	0.01762	0.271170021	0.268344867	0.247709022	pe	0.011484965	126	0.8	BLM/RECQL5
blm-recq5-1-single-f15-r7-c1_S533_.trimmed.mdup.bam	1	G	0.024047175	0.136925039	0.195087397	0.193205588	pe	0.00815329	151	1.11	BLM/RECQL5
blm-recq5-1-single-f15-r7-c2_S534_.trimmed.mdup.bam	1	G	0.017217631	0.192358855	0.213726631	0.212826768	pe	0.08527906	102	0.79	BLM/RECQL5
blm-recq5-1-single-f15-r7-c3_S535_.trimmed.mdup.bam	1	G	0.01045247	0.241349581	0.245567861	0.242978347	pe	0.173269276	60	0.49	BLM/RECQL5
blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam	1	G	0.013617023	0.226668815	0.225678579	0.219880703	pe	0.01084754	88	0.62	BLM/RECQL5
blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam	1	G	0.020175078	0.158780324	0.210481622	0.209449836	pe	0.008707381	124	0.92	BLM/RECQL5
blm-recq5-2-single-c12-w39-3d6_S482_.trimmed.mdup.bam	1	G	0.006841037	0.210257731	0.220183081	0.219792612	pe	0.012986757	41	0.31	BLM/RECQL5
blm-recq5-2-single-f12-r1-c1_S344_.trimmed.mdup.bam	1	G	0.043518239	0.112602037	0.201825511	0.199453427	pe	0.018185866	248	1.82	BLM/RECQL5
blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam	1	G	0.011027367	0.189464773	0.206152096	0.20372128	pe	0.060483028	62	0.45	BLM/RECQL5
blm-recq5-2-single-f12-r1-c3_S346_.trimmed.mdup.bam	1	G	0.02994277	0.128590958	0.19207329	0.190618112	pe	0.011687948	171	1.26	BLM/RECQL5
blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam	1	G	0.030885471	0.210263953	0.252188917	0.226578387	pe	0.012951895	193	1.27	BLM/RECQL5
blm-recq5-2-single-f12-r2-c3_S353_.trimmed.mdup.bam	1	G	0.029004185	0.124352446	0.186388406	0.185160285	pe	0.015001395	165	1.22	BLM/RECQL5
blm-recq5-2-single-f12-r2-c4_S354_.trimmed.mdup.bam	1	G	0.030932754	0.121666119	0.191402346	0.189299252	pe	0.010913339	182	1.34	BLM/RECQL5
blm-recq5-2-single-f12-r2-c7_S357_.trimmed.mdup.bam	1	G	0.023571406	0.127777303	0.19038361	0.188612545	pe	0.011371675	144	1.06	BLM/RECQL5
blm-recq5-2-single-f12-r3-c1_S358_.trimmed.mdup.bam	1	G	0.007635034	0.237302087	0.25080915	0.238091533	pe	0.081333038	52	0.35	BLM/RECQL5
blm-recq5-2-single-f12-r3-c2_S359_.trimmed.mdup.bam	1	G	0.02276828	0.132464095	0.19178857	0.190531687	pe	0.011707476	139	1.03	BLM/RECQL5
blm-recq5-2-single-f12-r4-c2_S366_.trimmed.mdup.bam	1	G	0.014659397	0.242958539	0.243015752	0.229820942	pe	0.015425927	97	0.65	BLM/RECQL5
blm-recq5-2-single-f12-r4-c4_S368_.trimmed.mdup.bam	1	G	0.051400691	0.107168885	0.183527963	0.181155803	pe	0.009467161	289	2.12	BLM/RECQL5
blm-recq5-2-single-f12-r4-c7_S371_.trimmed.mdup.bam	1	G	0.019458777	0.305464024	0.281967051	0.26745996	pe	0.017372668	140	0.87	BLM/RECQL5
blm-recq5-2-single-f16-r1-c1_S540_.trimmed.mdup.bam	1	G	0.007702674	0.201748263	0.212543002	0.212404702	pe	0.040774444	49	0.37	BLM/RECQL5
blm-recq5-2-single-f16-r1-c2_S541_.trimmed.mdup.bam	1	G	0.011010803	0.16912777	0.208508351	0.207480643	pe	0.010052683	70	0.52	BLM/RECQL5
blm-recq5-2-single-f16-r1-c3_S542_.trimmed.mdup.bam	1	G	0.008349788	0.182224191	0.223592913	0.214460414	pe	0.031609735	56	0.4	BLM/RECQL5
blm-recq5-2-single-f16-r1-c4_S543_.trimmed.mdup.bam	1	G	0.01058738	0.162020795	0.204768916	0.204007081	pe	0.011801189	68	0.5	BLM/RECQL5
blm-recq5-2-single-f16-r1-c5_S544_.trimmed.mdup.bam	1	G	0.008578229	0.236896105	0.228484755	0.22106982	pe	0.011750935	58	0.41	BLM/RECQL5
blm-recq5-2-single-f16-r1-c6_S545_.trimmed.mdup.bam	1	G	0.010584802	0.201483591	0.21746109	0.213664606	pe	0.009860424	70	0.5	BLM/RECQL5
blm-recq5-2-single-f16-r1-c7_S546_.trimmed.mdup.bam	1	G	0.010896779	0.165602022	0.21990587	0.207298301	pe	0.013698326	73	0.51	BLM/RECQL5
blm-recq5-2-single-f16-r2-c1_S547_.trimmed.mdup.bam	1	G	0.008425421	0.269482898	0.24079729	0.23216635	pe	0.014058225	59	0.4	BLM/RECQL5
blm-recq5-2-single-f16-r2-c4_S550_.trimmed.mdup.bam	1	G	0.006527354	0.201940324	0.218159049	0.218151081	pe	0.017544392	41	0.31	BLM/RECQL5
blm-recq5-2-single-f16-r2-c6_S552_.trimmed.mdup.bam	1	G	0.011169489	0.16310585	0.201207278	0.200583338	pe	0.00935796	71	0.53	BLM/RECQL5
blm-recq5-2-single-f16-r2-c7_S553_.trimmed.mdup.bam	1	G	0.006759596	0.195706927	0.21086819	0.210713931	pe	0.013292012	44	0.32	BLM/RECQL5
blm-recq5-2-single-f16-r3-c2_S555_.trimmed.mdup.bam	1	G	0.005773533	0.283833024	0.25413584	0.241604138	pe	0.01631074	41	0.28	BLM/RECQL5
blm-recq5-2-single-f16-r3-c5_S558_.trimmed.mdup.bam	1	G	0.010722726	0.168788378	0.202704174	0.202167951	pe	0.011733017	68	0.51	BLM/RECQL5
blm-recq5-2-single-f16-r3-c6_S559_.trimmed.mdup.bam	1	G	0.008798551	0.199478733	0.224760411	0.219875032	pe	0.009600776	59	0.42	BLM/RECQL5
blm-recq5-2-single-f16-r3-c7_S560_.trimmed.mdup.bam	1	G	0.00527625	0.358340809	0.274033572	0.268410695	pe	0.024806202	38	0.25	BLM/RECQL5
blm-recq5-2-single-f16-r4-c1_S561_.trimmed.mdup.bam	1	G	0.005535275	0.208124484	0.215705618	0.215042072	pe	0.01182482	36	0.27	BLM/RECQL5
blm-recq5-2-single-f16-r4-c2_S562_.trimmed.mdup.bam	1	G	0.005011148	0.218898323	0.220615523	0.220500067	pe	0.014349724	32	0.24	BLM/RECQL5
blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam	1	G	0.005285413	0.207523547	0.227671259	0.221985936	pe	0.036690202	36	0.25	BLM/RECQL5
blm-recq5-2-single-f16-r4-c4_S564_.trimmed.mdup.bam	1	G	0.010717378	0.219722999	0.220129789	0.215352074	pe	0.014639031	71	0.51	BLM/RECQL5
blm-recq5-2-single-f16-r4-c6_S566_.trimmed.mdup.bam	1	G	0.006624546	0.202834339	0.219345946	0.218984351	pe	0.009240313	43	0.32	BLM/RECQL5
blm-recq5-2-single-f16-r4-c7_S567_.trimmed.mdup.bam	1	G	0.005838571	0.267930656	0.250607775	0.243965767	pe	0.013810833	41	0.28	BLM/RECQL5
blm-recq5-2-single-f16-r5-c4_S571_.trimmed.mdup.bam	1	G	0.012587231	0.176660745	0.214336659	0.210132422	pe	0.058642248	81	0.59	BLM/RECQL5
blm-recq5-2-single-f16-r5-c5_S572_.trimmed.mdup.bam	1	G	0.00743417	0.193184239	0.201445573	0.199814742	pe	0.017958035	45	0.36	BLM/RECQL5
blm-recq5-2-single-f16-r5-c7_S574_.trimmed.mdup.bam	1	G	0.006675882	0.192859388	0.218298999	0.216222155	pe	0.00918478	44	0.32	BLM/RECQL5
blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam	1	G	0.010873685	0.167146905	0.21416932	0.206317436	pe	0.015637068	72	0.51	BLM/RECQL5
blm-recq5-2-single-f16-r6-c5_S579_.trimmed.mdup.bam	1	G	0.007388979	0.202279641	0.21953757	0.218073463	pe	0.013123438	48	0.35	BLM/RECQL5
blm-recq5-2-single-f16-r6-c7_S581_.trimmed.mdup.bam	1	G	0.009606684	0.24972244	0.250718596	0.236474505	pe	0.018220162	68	0.45	BLM/RECQL5
blm-recq5-2-single-f16-r7-c1_S582_.trimmed.mdup.bam	1	G	0.01038446	0.166815042	0.205594354	0.204535111	pe	0.013150481	67	0.49	BLM/RECQL5
blm-recq5-2-single-f16-r7-c2_S583_.trimmed.mdup.bam	1	G	0.008575364	0.309628834	0.268414475	0.253371559	pe	0.016687978	63	0.41	BLM/RECQL5
blm-recq5-2-single-f16-r7-c3_S584_.trimmed.mdup.bam	1	G	0.00575019	0.206216784	0.214614891	0.214390623	pe	0.015492415	37	0.28	BLM/RECQL5
blm-recq5-2-single-f16-r7-c4_S585_.trimmed.mdup.bam	1	G	0.011813462	0.159419269	0.213472709	0.204273813	pe	0.018739906	78	0.56	BLM/RECQL5
blm-recq5-2-single-f16-r7-c5_S586_.trimmed.mdup.bam	1	G	0.008623156	0.299606855	0.264263669	0.245718584	pe	0.016413146	63	0.41	BLM/RECQL5
blm-recq5-2-single-f16-r7-c6_S587_.trimmed.mdup.bam	1	G	0.010629958	0.181898721	0.20775444	0.207565319	pe	0.047299614	67	0.5	BLM/RECQL5
blm-recq5-2-single-f8-r2-c1_S155_.trimmed.mdup.bam	1	G	0.011075898	0.169859898	0.206141158	0.205637663	pe	0.022560775	58	0.43	BLM/RECQL5
blm-recq5-2-single-f8-r3-c2_S163_.trimmed.mdup.bam	1	G	0.027706109	0.128052496	0.19776959	0.196301666	pe	0.010611319	158	1.17	BLM/RECQL5
blm-recq5-2-single-f8-r4-c2_S170_.trimmed.mdup.bam	1	G	0.024808082	0.18141867	0.216364583	0.205779096	pe	0.025864177	159	1.11	BLM/RECQL5
blm-recq5-2-single-f8-r6-c1_S183_.trimmed.mdup.bam	1	G	0.041082065	0.119947952	0.205374474	0.196888279	pe	0.057229426	248	1.76	BLM/RECQL5
blm-recq5-2-single-f8-r6-c2_S184_.trimmed.mdup.bam	1	G	0.05841511	0.104259557	0.181310553	0.178892946	pe	0.041150248	330	2.42	BLM/RECQL5
blm-recq5-2-single-f8-r7-c1_S190_.trimmed.mdup.bam	1	G	0.005769156	0.213427575	0.219834986	0.219533227	pe	0.092728709	35	0.26	BLM/RECQL5
blm-recq5-2-single-f8-r7-c2_S191_.trimmed.mdup.bam	1	G	0.044049706	0.11163948	0.185664128	0.185129186	pe	0.011915843	246	1.83	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f01-r2-c3_S866_.processed.bam	1	G	0.007933614	0.189805036	0.207261425	0.206934007	pe	0.054121553	53	0.38	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f01-r2-c6_S869_.processed.bam	1	G	0.011120654	0.157377152	0.196968685	0.196219072	pe	0.034098371	74	0.53	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f01-r3-c2_S870_.processed.bam	1	G	0.009690051	0.171032997	0.204078755	0.204064479	pe	0.04637001	64	0.46	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f01-r3-c3_S871_.processed.bam	1	G	0.006095085	0.205032839	0.212260875	0.212120142	pe	0.04277684	41	0.29	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f01-r3-c4_S872_.processed.bam	1	G	0.004970409	0.222568659	0.217816177	0.217297574	pe	0.043506078	33	0.24	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f01-r3-c6_S874_.processed.bam	1	G	0.008889905	0.173266947	0.205044118	0.204495903	pe	0.044454456	60	0.43	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f01-r4-c6_S879_.processed.bam	1	G	0.008418793	0.177240218	0.206575129	0.205901617	pe	0.041468677	56	0.4	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f01-r5-c5_S883_.processed.bam	1	G	0.007745384	0.200031866	0.209922666	0.208891015	pe	0.038597837	52	0.37	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f01-r5-c6_S884_.processed.bam	1	G	0.00651049	0.196877447	0.210561902	0.210204172	pe	0.038898986	43	0.31	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f02-r2-c6_S894_.processed.bam	1	G	0.006812938	0.194949663	0.2115775	0.210688489	pe	0.046296902	45	0.33	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f02-r3-c5_S898_.processed.bam	1	G	0.006332925	0.196617599	0.213544361	0.213283777	pe	0.043246873	42	0.3	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f02-r3-c6_S899_.processed.bam	1	G	0.008374021	0.189167028	0.207202495	0.206949239	pe	0.057463785	55	0.4	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f02-r4-c2_S900_.processed.bam	1	G	0.006389062	0.193966311	0.211744994	0.211154146	pe	0.049702645	43	0.31	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f02-r4-c3_S901_.processed.bam	1	G	0.006380837	0.199406533	0.21992603	0.2171042	pe	0.045737399	44	0.31	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f02-r4-c6_S904_.processed.bam	1	G	0.006206891	0.201495014	0.21339596	0.213042299	pe	0.045607133	41	0.3	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f02-r5-c5_S908_.processed.bam	1	G	0.00596205	0.206588825	0.214052721	0.213467434	pe	0.045501956	40	0.29	BLM/RECQL5
blm-recql5-1-a1h5-hkt-f02-r5-c6_S909_.processed.bam	1	G	0.005499684	0.214085541	0.217244374	0.216868891	pe	0.059423369	37	0.26	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c40_S76_.processed.bam	1	G	0.006228335	0.208130932	0.213333936	0.213006598	pe	0.065178661	43	0.3	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c43_S79_.processed.bam	1	G	0.006294287	0.195289379	0.208757035	0.208017919	pe	0.028737212	43	0.3	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c44_S80_.processed.bam	1	G	0.006706799	0.19395404	0.209921586	0.209532141	pe	0.042621766	46	0.32	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c45_S81_.processed.bam	1	G	0.005886117	0.19884195	0.210682818	0.21068244	pe	0.031691003	40	0.28	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c46_S82_.processed.bam	1	G	0.006737374	0.194209647	0.209202303	0.209025153	pe	0.026475062	46	0.32	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c47_S83_.processed.bam	1	G	0.004758657	0.215193964	0.216467554	0.216454272	pe	0.040700426	32	0.23	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c48_S84_.processed.bam	1	G	0.00752846	0.216723836	0.217165338	0.21703153	pe	0.109378124	50	0.36	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c49_S85_.processed.bam	1	G	0.006738623	0.19328643	0.208405689	0.207959614	pe	0.032847148	46	0.32	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c50_S86_.processed.bam	1	G	0.006124259	0.196221103	0.209436309	0.209262017	pe	0.033765842	41	0.3	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c51_S87_.processed.bam	1	G	0.006488152	0.192234721	0.208503364	0.208302371	pe	0.031756757	44	0.31	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c52_S88_.processed.bam	1	G	0.007981751	0.184589777	0.206942122	0.20630031	pe	0.028750476	54	0.38	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c53_S89_.processed.bam	1	G	0.006769959	0.188725982	0.206653647	0.206136312	pe	0.032972838	46	0.33	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r39-c54_S90_.processed.bam	1	G	0.006908533	0.189629713	0.208402908	0.207954607	pe	0.039624195	47	0.33	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r40-c43_S115_.processed.bam	1	G	0.006004456	0.197340542	0.210727144	0.210487803	pe	0.027941369	40	0.29	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r40-c44_S116_.processed.bam	1	G	0.006671811	0.188158455	0.20824074	0.207599502	pe	0.039460656	45	0.32	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r40-c45_S117_.processed.bam	1	G	0.004714846	0.222093934	0.217746528	0.217050337	pe	0.032592447	32	0.23	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r40-c46_S118_.processed.bam	1	G	0.005031188	0.219099476	0.219500253	0.21882828	pe	0.021898999	34	0.24	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r40-c47_S119_.processed.bam	1	G	0.005149452	0.210437233	0.213590865	0.213319211	pe	0.0338892	35	0.25	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r40-c50_S122_.processed.bam	1	G	0.005895362	0.206007221	0.211847461	0.211666944	pe	0.023284473	39	0.28	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r40-c51_S123_.processed.bam	1	G	0.005305983	0.213883123	0.214217638	0.21416136	pe	0.024935692	36	0.26	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r40-c52_S124_.processed.bam	1	G	0.005330704	0.215419248	0.213322153	0.21319723	pe	0.025932562	35	0.26	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r40-c54_S126_.processed.bam	1	G	0.005092565	0.275197439	0.231354896	0.228160166	pe	0.029834799	36	0.24	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r41-c44_S152_.processed.bam	1	G	0.00536573	0.208557706	0.215066872	0.214600792	pe	0.030360531	36	0.26	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r41-c49_S157_.processed.bam	1	G	0.004600873	0.223253402	0.218336434	0.218082935	pe	0.040645047	31	0.22	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r41-c50_S158_.processed.bam	1	G	0.004742965	0.22168235	0.216090937	0.215571032	pe	0.032977105	32	0.23	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r41-c53_S161_.processed.bam	1	G	0.004707408	0.220209664	0.218734717	0.217965262	pe	0.033851292	32	0.23	BLM/RECQL5
blm-recql5-1-a1h5-hkt-r41-c54_S162_.processed.bam	1	G	0.004826774	0.220421818	0.217374775	0.217112388	pe	0.0404509	33	0.23	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r2-c2_S151_.trimmed.mdup.bam	1	G	0.005445106	0.213737741	0.218905911	0.218372605	pe	0.038251499	35	0.26	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r2-c3_S152_.trimmed.mdup.bam	1	G	0.01026538	0.168682072	0.205530991	0.204785049	pe	0.030568232	65	0.48	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r2-c4_S153_.trimmed.mdup.bam	1	G	0.013215134	0.160293716	0.201882454	0.201077828	pe	0.044438491	84	0.62	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r2-c5_S154_.trimmed.mdup.bam	1	G	0.012036772	0.16768319	0.206264572	0.205238906	pe	0.075380101	77	0.56	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r2-c6_S155_.trimmed.mdup.bam	1	G	0.016738795	0.1488159	0.195593044	0.193892342	pe	0.02373731	106	0.77	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r3-c2_S156_.trimmed.mdup.bam	1	G	0.008138023	0.180784112	0.211277135	0.211021403	pe	0.074311227	52	0.39	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r3-c4_S158_.trimmed.mdup.bam	1	G	0.008882183	0.185451459	0.208175822	0.207517592	pe	0.072275293	57	0.42	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r3-c6_S160_.trimmed.mdup.bam	1	G	0.007416398	0.187823699	0.209208612	0.207853729	pe	0.062305562	48	0.35	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r4-c2_S161_.trimmed.mdup.bam	1	G	0.007198892	0.191283602	0.209768222	0.209333317	pe	0.082298912	47	0.34	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r4-c4_S163_.trimmed.mdup.bam	1	G	0.013980516	0.171479651	0.206394278	0.206097421	pe	0.080149153	88	0.65	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r4-c5_S164_.trimmed.mdup.bam	1	G	0.011195055	0.174574923	0.203538123	0.201964775	pe	0.032302372	71	0.52	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r5-c2_S166_.trimmed.mdup.bam	1	G	0.006137857	0.207952803	0.216641679	0.216143359	pe	0.074980029	40	0.29	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r5-c3_S167_.trimmed.mdup.bam	1	G	0.015520006	0.149429098	0.199538275	0.197962727	pe	0.028184173	97	0.71	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r5-c4_S168_.trimmed.mdup.bam	1	G	0.016134057	0.151684618	0.20050255	0.199059221	pe	0.03069396	102	0.74	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r5-c5_S169_.trimmed.mdup.bam	1	G	0.006288358	0.202831966	0.21480747	0.214088908	pe	0.064706174	40	0.3	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r5-c6_S170_.trimmed.mdup.bam	1	G	0.008139166	0.205686182	0.214650419	0.214596414	pe	0.106143976	52	0.39	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r6-c3_S172_.trimmed.mdup.bam	1	G	0.015113374	0.152567668	0.199580229	0.198566312	pe	0.035208689	95	0.69	BLM/RECQL5
blm-recql5-1-fdu-single-f7-r6-c5_S174_.trimmed.mdup.bam	1	G	0.014722632	0.208150756	0.226760413	0.222149569	pe	0.046226534	97	0.69	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r2-c2_S176_.trimmed.mdup.bam	1	G	0.006094094	0.210474102	0.221133295	0.220728581	pe	0.036822851	40	0.29	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r2-c4_S178_.trimmed.mdup.bam	1	G	0.011741486	0.158919029	0.194707622	0.192331777	pe	0.057821672	75	0.55	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r2-c5_S179_.trimmed.mdup.bam	1	G	0.015800468	0.149497328	0.199841046	0.198034562	pe	0.055990046	100	0.73	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r2-c6_S180_.trimmed.mdup.bam	1	G	0.018010362	0.140736821	0.195406263	0.193759408	pe	0.040696325	113	0.82	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r3-c4_S183_.trimmed.mdup.bam	1	G	0.008501054	0.181257669	0.208959379	0.20790209	pe	0.068594312	55	0.4	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r3-c5_S184_.trimmed.mdup.bam	1	G	0.016376058	0.152717191	0.20539711	0.202124641	pe	0.078014184	104	0.75	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r3-c6_S185_.trimmed.mdup.bam	1	G	0.011946244	0.227655114	0.228202552	0.221392058	pe	0.042795679	79	0.56	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r4-c2_S186_.trimmed.mdup.bam	1	G	0.010840219	0.163472405	0.202552777	0.20150688	pe	0.045079917	70	0.52	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r4-c3_S187_.trimmed.mdup.bam	1	G	0.010761614	0.168377587	0.200102462	0.199103924	pe	0.053041423	69	0.51	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r4-c4_S188_.trimmed.mdup.bam	1	G	0.024725149	0.135551124	0.201757665	0.200465192	pe	0.049697924	154	1.13	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r4-c5_S189_.trimmed.mdup.bam	1	G	0.01514304	0.151520406	0.197112607	0.195179318	pe	0.068681603	96	0.7	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r4-c6_S190_.trimmed.mdup.bam	1	G	0.013202236	0.16204647	0.199886036	0.199801352	pe	0.028839165	83	0.62	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r5-c3_S192_.trimmed.mdup.bam	1	G	0.018776941	0.143029728	0.189122153	0.186708503	pe	0.070389778	117	0.85	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r5-c4_S193_.trimmed.mdup.bam	1	G	0.027591318	0.12464909	0.188405914	0.187043913	pe	0.039765483	171	1.26	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r5-c6_S195_.trimmed.mdup.bam	1	G	0.005468336	0.219069083	0.220181297	0.218975093	pe	0.036917903	37	0.27	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r6-c2_S196_.trimmed.mdup.bam	1	G	0.011979063	0.159944667	0.206926665	0.206877966	pe	0.035064202	74	0.55	BLM/RECQL5
blm-recql5-1-fdu-single-f8-r6-c4_S198_.trimmed.mdup.bam	1	G	0.008749646	0.18203654	0.207748152	0.207327071	pe	0.03667526	57	0.42	BLM/RECQL5
blm-recql5-2-a1h5-hkt-f03-r4-c3_S926_.processed.bam	1	G	0.005470206	0.218602179	0.215684796	0.215667525	pe	0.056759895	36	0.26	BLM/RECQL5
blm-recql5-2-a1h5-hkt-f03-r4-c6_S929_.processed.bam	1	G	0.005315782	0.211512902	0.215397102	0.21491891	pe	0.04938146	36	0.26	BLM/RECQL5
blm-recql5-2-a1h5-hkt-f03-r5-c3_S931_.processed.bam	1	G	0.004844115	0.221882087	0.21473409	0.214653192	pe	0.033019225	32	0.23	BLM/RECQL5
