seqnames	start	end	width	strand	genoT	Extract.Name	ploidy	library
chr5	161328706	161489326	160621	*	ww-wc	NW140519-VI_62	2	NW140519-VI_62
chr6	31047591	31221327	173737	*	wc-ww	NW140519-VI_62	2	NW140519-VI_62
chr6	97292936	97410895	117960	*	ww-wc	NW140519-VI_62	2	NW140519-VI_62
chr7	23361287	23431761	70475	*	wc-ww	NW140519-VI_62	2	NW140519-VI_62
chr7	123554969	123666198	111230	*	ww-wc	NW140519-VI_62	2	NW140519-VI_62
chr8	7388702	8265279	876578	*	wc-ww	NW140519-VI_62	2	NW140519-VI_62
chr8	11994360	12575554	581195	*	ww-wc	NW140519-VI_62	2	NW140519-VI_62
chr10	1649534	1741269	91736	*	cc-wc	NW140519-VI_63	2	NW140519-VI_63
chr10	44626117	44789326	163210	*	wc-ww	NW140519-VI_63	2	NW140519-VI_63
chr10	117465382	117492518	27137	*	ww-wc	NW140519-VI_63	2	NW140519-VI_63
chr11	47078874	47157408	78535	*	wc-cc	NW140519-VI_63	2	NW140519-VI_63
chr11	85694671	85780260	85590	*	cc-wc	NW140519-VI_63	2	NW140519-VI_63
chr11	119381982	119450237	68256	*	wc-ww	NW140519-VI_63	2	NW140519-VI_63
chr12	21736474	21897555	161082	*	cc-wc	NW140519-VI_63	2	NW140519-VI_63
chr14	31297736	31440682	142947	*	wc-cc	NW140519-VI_63	2	NW140519-VI_63
chr15	98933632	98968650	35019	*	wc-ww	NW140519-VI_63	2	NW140519-VI_63
chr17	32530147	32652677	122531	*	cc-wc	NW140519-VI_63	2	NW140519-VI_63
chr17	37858982	38349467	490486	*	wc-cc	NW140519-VI_63	2	NW140519-VI_63
chr18	7430325	7518655	88331	*	wc-cc	NW140519-VI_63	2	NW140519-VI_63
chr18	15105793	15371574	265782	*	cc-wc	NW140519-VI_63	2	NW140519-VI_63
chr19	24358767	27278443	2919677	*	wc-cc	NW140519-VI_63	2	NW140519-VI_63
chr19	29516562	29634149	117588	*	cc-wc	NW140519-VI_63	2	NW140519-VI_63
chr2	171290953	171425127	134175	*	wc-ww	NW140519-VI_63	2	NW140519-VI_63
chr21	37270193	37397867	127675	*	wc-cc	NW140519-VI_63	2	NW140519-VI_63
chr3	114473925	114608783	134859	*	ww-wc	NW140519-VI_63	2	NW140519-VI_63
chr3	122906696	123008960	102265	*	wc-ww	NW140519-VI_63	2	NW140519-VI_63
chr5	4311817	4439778	127962	*	wc-cc	NW140519-VI_63	2	NW140519-VI_63
chr5	143235515	143369664	134150	*	cc-wc	NW140519-VI_63	2	NW140519-VI_63
chr6	3987922	4177185	189264	*	wc-cc	NW140519-VI_63	2	NW140519-VI_63
chr6	169650468	169789733	139266	*	cc-wc	NW140519-VI_63	2	NW140519-VI_63
chr7	32704708	32895489	190782	*	ww-wc	NW140519-VI_63	2	NW140519-VI_63
chr7	148433539	148589101	155563	*	wc-cc	NW140519-VI_63	2	NW140519-VI_63
chr8	7133226	7831131	697906	*	cc-wc	NW140519-VI_63	2	NW140519-VI_63
chr8	11949580	12022755	73176	*	wc-cc	NW140519-VI_63	2	NW140519-VI_63
chr8	107770825	107899845	129021	*	cc-wc	NW140519-VI_63	2	NW140519-VI_63
chr8	113473328	113693681	220354	*	wc-ww	NW140519-VI_63	2	NW140519-VI_63
chr8	139870716	140042571	171856	*	ww-wc	NW140519-VI_63	2	NW140519-VI_63
chr9	130860911	130985112	124202	*	cc-wc	NW140519-VI_63	2	NW140519-VI_63
chrX	103931822	104097626	165805	*	wc-cc	NW140519-VI_63	2	NW140519-VI_63
chr1	17952958	18020714	67757	*	ww-wc	NW140519-VI_64	2	NW140519-VI_64
chr1	58188837	58317498	128662	*	wc-cc	NW140519-VI_64	2	NW140519-VI_64
chr1	155079905	155200756	120852	*	cc-wc	NW140519-VI_64	2	NW140519-VI_64
chr1	173263921	173361281	97361	*	wc-ww	NW140519-VI_64	2	NW140519-VI_64
chr1	232215710	232304267	88558	*	ww-wc	NW140519-VI_64	2	NW140519-VI_64
chr11	107588939	107707549	118611	*	ww-wc	NW140519-VI_64	2	NW140519-VI_64
chr12	79560309	79690503	130195	*	cc-wc	NW140519-VI_64	2	NW140519-VI_64
chr13	113110815	113232175	121361	*	cc-wc	NW140519-VI_64	2	NW140519-VI_64
chr14	52552034	52665602	113569	*	cc-wc	NW140519-VI_64	2	NW140519-VI_64
chr14	102684050	102785714	101665	*	wc-ww	NW140519-VI_64	2	NW140519-VI_64
chr16	89444976	89613748	168773	*	wc-ww	NW140519-VI_64	2	NW140519-VI_64
chr17	69471892	69608007	136116	*	wc-ww	NW140519-VI_64	2	NW140519-VI_64
chr18	44966529	45145459	178931	*	cc-wc	NW140519-VI_64	2	NW140519-VI_64
chr19	29319104	29405005	85902	*	cc-wc	NW140519-VI_64	2	NW140519-VI_64
chr19	40390308	40532916	142609	*	wc-cc	NW140519-VI_64	2	NW140519-VI_64
chr3	152272984	152421100	148117	*	cc-wc	NW140519-VI_64	2	NW140519-VI_64
chr3	165828268	165972102	143835	*	wc-ww	NW140519-VI_64	2	NW140519-VI_64
chr3	169388135	169469477	81343	*	ww-wc	NW140519-VI_64	2	NW140519-VI_64
chr4	110819767	111115019	295253	*	wc-cc	NW140519-VI_64	2	NW140519-VI_64
chr4	129822991	129909191	86201	*	cc-wc	NW140519-VI_64	2	NW140519-VI_64
chr5	79364795	79511597	146803	*	ww-wc	NW140519-VI_64	2	NW140519-VI_64
chr5	166378458	166461046	82589	*	wc-ww	NW140519-VI_64	2	NW140519-VI_64
chr6	20647764	20832057	184294	*	ww-wc	NW140519-VI_64	2	NW140519-VI_64
chr6	48945723	49082602	136880	*	wc-ww	NW140519-VI_64	2	NW140519-VI_64
chr6	90372916	90412193	39278	*	ww-wc	NW140519-VI_64	2	NW140519-VI_64
chr8	12569552	12666638	97087	*	wc-cc	NW140519-VI_64	2	NW140519-VI_64
chr9	78552387	78650809	98423	*	cc-wc	NW140519-VI_64	2	NW140519-VI_64
chr9	125131893	125370159	238267	*	wc-ww	NW140519-VI_64	2	NW140519-VI_64
chrX	16423969	16491730	67762	*	cc-wc	NW140519-VI_64	2	NW140519-VI_64
chrX	41010194	41176292	166099	*	wc-ww	NW140519-VI_64	2	NW140519-VI_64
chr1	31507744	31586886	79143	*	wc-cc	NW140519-VI_65	2	NW140519-VI_65
chr10	2811320	2889758	78439	*	wc-ww	NW140519-VI_65	2	NW140519-VI_65
chr10	13346902	13455174	108273	*	ww-wc	NW140519-VI_65	2	NW140519-VI_65
chr10	90101946	90144767	42822	*	wc-cc	NW140519-VI_65	2	NW140519-VI_65
chr13	56338895	56468326	129432	*	wc-ww	NW140519-VI_65	2	NW140519-VI_65
chr17	37806456	38354843	548388	*	cc-wc	NW140519-VI_65	2	NW140519-VI_65
chr18	53184187	53269016	84830	*	ww-wc	NW140519-VI_65	2	NW140519-VI_65
chr18	60068724	60248660	179937	*	wc-cc	NW140519-VI_65	2	NW140519-VI_65
chr2	19276921	19365793	88873	*	cc-wc	NW140519-VI_65	2	NW140519-VI_65
chr2	57748780	57853467	104688	*	wc-cc	NW140519-VI_65	2	NW140519-VI_65
chr2	71087712	71253025	165314	*	cc-wc	NW140519-VI_65	2	NW140519-VI_65
chr22	42821642	42947503	125862	*	cc-wc	NW140519-VI_65	2	NW140519-VI_65
chr3	2762682	2851759	89078	*	wc-cc	NW140519-VI_65	2	NW140519-VI_65
chr3	137370765	137531901	161137	*	cc-wc	NW140519-VI_65	2	NW140519-VI_65
chr3	165725215	165982288	257074	*	wc-cc	NW140519-VI_65	2	NW140519-VI_65
chr3	169395803	169477006	81204	*	cc-wc	NW140519-VI_65	2	NW140519-VI_65
chr3	191716224	191879164	162941	*	wc-ww	NW140519-VI_65	2	NW140519-VI_65
chr4	108366433	108465791	99359	*	wc-ww	NW140519-VI_65	2	NW140519-VI_65
chr4	173495007	173585554	90548	*	ww-wc	NW140519-VI_65	2	NW140519-VI_65
chr6	45183215	45293072	109858	*	wc-ww	NW140519-VI_65	2	NW140519-VI_65
chr7	127464766	127551364	86599	*	wc-ww	NW140519-VI_65	2	NW140519-VI_65
chr7	130845745	130903194	57450	*	ww-wc	NW140519-VI_65	2	NW140519-VI_65
chr8	7119158	7393058	273901	*	ww-wc	NW140519-VI_65	2	NW140519-VI_65
chr8	32799448	32900485	101038	*	wc-ww	NW140519-VI_65	2	NW140519-VI_65
chr1	40148368	40244380	96013	*	wc-cc	NW140519-VI_69	2	NW140519-VI_69
chr11	66104685	66359712	255028	*	cc-wc	NW140519-VI_69	2	NW140519-VI_69
chr12	84722656	84962060	239405	*	ww-wc	NW140519-VI_69	2	NW140519-VI_69
chr14	88535354	88783331	247978	*	wc-ww	NW140519-VI_69	2	NW140519-VI_69
chr16	86465789	86552291	86503	*	ww-wc	NW140519-VI_69	2	NW140519-VI_69
chr17	37836883	38335216	498334	*	ww-wc	NW140519-VI_69	2	NW140519-VI_69
chr17	43187120	43436185	249066	*	wc-ww	NW140519-VI_69	2	NW140519-VI_69
chr19	6632994	6726251	93258	*	wc-cc	NW140519-VI_69	2	NW140519-VI_69
chr2	135550461	135705402	154942	*	wc-cc	NW140519-VI_69	2	NW140519-VI_69
chr2	196494450	196595924	101475	*	cc-wc	NW140519-VI_69	2	NW140519-VI_69
chr2	227808151	227911307	103157	*	wc-cc	NW140519-VI_69	2	NW140519-VI_69
chr2	238548341	238609793	61453	*	cc-wc	NW140519-VI_69	2	NW140519-VI_69
chr3	188632027	188704478	72452	*	ww-wc	NW140519-VI_69	2	NW140519-VI_69
chr4	169098265	169159024	60760	*	cc-wc	NW140519-VI_69	2	NW140519-VI_69
chr5	122603598	122804104	200507	*	ww-wc	NW140519-VI_69	2	NW140519-VI_69
chr5	169286680	169347074	60395	*	wc-cc	NW140519-VI_69	2	NW140519-VI_69
chr7	102225713	102321213	95501	*	wc-ww	NW140519-VI_69	2	NW140519-VI_69
chr7	116277316	116453727	176412	*	ww-wc	NW140519-VI_69	2	NW140519-VI_69
chr8	8012076	8283117	271042	*	wc-ww	NW140519-VI_69	2	NW140519-VI_69
chr8	11992363	12582278	589916	*	ww-wc	NW140519-VI_69	2	NW140519-VI_69
chr8	82186528	82369141	182614	*	wc-cc	NW140519-VI_69	2	NW140519-VI_69
chrX	26979401	27239411	260011	*	wc-cc	NW140519-VI_69	2	NW140519-VI_69
chrX	69072999	69102933	29935	*	cc-wc	NW140519-VI_69	2	NW140519-VI_69
chr1	97244579	97721319	476741	*	wc-cc	NW140519-VI_73	2	NW140519-VI_73
chr1	223724878	224405957	681080	*	cc-wc	NW140519-VI_73	2	NW140519-VI_73
chr10	23651305	24196523	545219	*	wc-cc	NW140519-VI_73	2	NW140519-VI_73
chr10	85270715	85871016	600302	*	cc-wc	NW140519-VI_73	2	NW140519-VI_73
chr10	115568176	115839299	271124	*	wc-ww	NW140519-VI_73	2	NW140519-VI_73
chr12	110202077	110562541	360465	*	cc-wc	NW140519-VI_73	2	NW140519-VI_73
chr13	96700117	97133854	433738	*	wc-cc	NW140519-VI_73	2	NW140519-VI_73
chr17	7318248	7926072	607825	*	wc-ww	NW140519-VI_73	2	NW140519-VI_73
chr19	7781377	8033591	252215	*	wc-ww	NW140519-VI_73	2	NW140519-VI_73
chr2	223655768	224027411	371644	*	cc-wc	NW140519-VI_73	2	NW140519-VI_73
chr20	5030157	5405186	375030	*	cc-wc	NW140519-VI_73	2	NW140519-VI_73
chr4	40470078	40868281	398204	*	ww-wc	NW140519-VI_73	2	NW140519-VI_73
chr5	150422422	150610561	188140	*	ww-wc	NW140519-VI_73	2	NW140519-VI_73
chr7	1810434	2054964	244531	*	ww-wc	NW140519-VI_73	2	NW140519-VI_73
chr8	12025289	12591866	566578	*	cc-wc	NW140519-VI_73	2	NW140519-VI_73
chr8	82227356	82744901	517546	*	wc-cc	NW140519-VI_73	2	NW140519-VI_73
chr8	89442310	89798231	355922	*	cc-wc	NW140519-VI_73	2	NW140519-VI_73
chr8	93588145	94027467	439323	*	wc-cc	NW140519-VI_73	2	NW140519-VI_73
chr8	116140429	116625884	485456	*	cc-wc	NW140519-VI_73	2	NW140519-VI_73
chr9	95794564	96681326	886763	*	wc-ww	NW140519-VI_73	2	NW140519-VI_73
chr9	130171859	130544589	372731	*	ww-wc	NW140519-VI_73	2	NW140519-VI_73
chrX	44413138	45832184	1419047	*	wc-ww	NW140519-VI_73	2	NW140519-VI_73
chrX	48506194	48902493	396300	*	ww-wc	NW140519-VI_73	2	NW140519-VI_73
chrX	107290953	107559825	268873	*	wc-cc	NW140519-VI_73	2	NW140519-VI_73
chr10	43088185	43231477	143293	*	wc-cc	NW140519-VI_74	2	NW140519-VI_74
chr11	79100786	79240496	139711	*	wc-ww	NW140519-VI_74	2	NW140519-VI_74
chr12	46857634	47341020	483387	*	wc-ww	NW140519-VI_74	2	NW140519-VI_74
chr15	86375984	86549087	173104	*	cc-wc	NW140519-VI_74	2	NW140519-VI_74
chr16	18016612	18842182	825571	*	ww-wc	NW140519-VI_74	2	NW140519-VI_74
chr16	73355122	73704819	349698	*	wc-cc	NW140519-VI_74	2	NW140519-VI_74
chr17	37654995	38336388	681394	*	wc-cc	NW140519-VI_74	2	NW140519-VI_74
chr17	43067004	43496281	429278	*	cc-wc	NW140519-VI_74	2	NW140519-VI_74
chr18	25030316	25321527	291212	*	cc-wc	NW140519-VI_74	2	NW140519-VI_74
chr19	15049148	15414922	365775	*	ww-wc	NW140519-VI_74	2	NW140519-VI_74
chr2	10588007	10825017	237011	*	cc-wc	NW140519-VI_74	2	NW140519-VI_74
chr2	157165708	157414786	249079	*	wc-ww	NW140519-VI_74	2	NW140519-VI_74
chr20	15381066	15630266	249201	*	wc-ww	NW140519-VI_74	2	NW140519-VI_74
chr3	1293023	1693170	400148	*	ww-wc	NW140519-VI_74	2	NW140519-VI_74
chr4	61006566	61397474	390909	*	cc-wc	NW140519-VI_74	2	NW140519-VI_74
chr4	74879435	75186886	307452	*	wc-ww	NW140519-VI_74	2	NW140519-VI_74
chr7	135204626	135367289	162664	*	ww-wc	NW140519-VI_74	2	NW140519-VI_74
chr8	6980342	7834112	853771	*	ww-wc	NW140519-VI_74	2	NW140519-VI_74
chr8	11987940	12761544	773605	*	wc-ww	NW140519-VI_74	2	NW140519-VI_74
chr8	128494933	128671715	176783	*	ww-wc	NW140519-VI_74	2	NW140519-VI_74
chr9	23612055	23835820	223766	*	wc-ww	NW140519-VI_74	2	NW140519-VI_74
chr9	81577561	81821130	243570	*	ww-wc	NW140519-VI_74	2	NW140519-VI_74
chr1	1433952	1593487	159536	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr1	63932702	63984390	51689	*	cc-wc	NW140519-VI_75	2	NW140519-VI_75
chr11	23633891	23753995	120105	*	cc-wc	NW140519-VI_75	2	NW140519-VI_75
chr12	5228739	5323538	94800	*	cc-wc	NW140519-VI_75	2	NW140519-VI_75
chr15	25060409	25112327	51919	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr15	72830559	72909671	79113	*	cc-wc	NW140519-VI_75	2	NW140519-VI_75
chr15	78414087	78619987	205901	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr17	37847020	38320985	473966	*	cc-wc	NW140519-VI_75	2	NW140519-VI_75
chr17	43207127	43402408	195282	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr19	20515852	20718986	203135	*	cc-wc	NW140519-VI_75	2	NW140519-VI_75
chr2	71718174	71778643	60470	*	cc-wc	NW140519-VI_75	2	NW140519-VI_75
chr2	101402265	101446853	44589	*	wc-ww	NW140519-VI_75	2	NW140519-VI_75
chr2	186523017	186611699	88683	*	ww-wc	NW140519-VI_75	2	NW140519-VI_75
chr2	190783977	190859621	75645	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr2	205568183	205646446	78264	*	cc-wc	NW140519-VI_75	2	NW140519-VI_75
chr2	207908060	207978205	70146	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr3	111393180	111481407	88228	*	ww-wc	NW140519-VI_75	2	NW140519-VI_75
chr3	165719738	165956600	236863	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr3	169382389	169610672	228284	*	cc-wc	NW140519-VI_75	2	NW140519-VI_75
chr4	1630565	1745064	114500	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr6	32137528	32279281	141754	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr6	101516629	101646160	129532	*	cc-wc	NW140519-VI_75	2	NW140519-VI_75
chr6	104459673	104558929	99257	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr7	27207020	27349320	142301	*	ww-wc	NW140519-VI_75	2	NW140519-VI_75
chr7	96346905	96465454	118550	*	wc-ww	NW140519-VI_75	2	NW140519-VI_75
chr7	136922441	137020715	98275	*	ww-wc	NW140519-VI_75	2	NW140519-VI_75
chr8	2733731	2818917	85187	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr8	42630290	42713199	82910	*	cc-wc	NW140519-VI_75	2	NW140519-VI_75
chrX	96621276	96697383	76108	*	wc-cc	NW140519-VI_75	2	NW140519-VI_75
chr1	240180212	240452974	272763	*	cc-wc	NW140519-VI_76	2	NW140519-VI_76
chr12	21931143	22077998	146856	*	wc-ww	NW140519-VI_76	2	NW140519-VI_76
chr18	71725659	71919669	194011	*	wc-cc	NW140519-VI_76	2	NW140519-VI_76
chr2	12424019	12685689	261671	*	ww-wc	NW140519-VI_76	2	NW140519-VI_76
chr2	48289625	48479447	189823	*	wc-ww	NW140519-VI_76	2	NW140519-VI_76
chr2	200491478	200617446	125969	*	ww-wc	NW140519-VI_76	2	NW140519-VI_76
chr6	66717981	66918519	200539	*	ww-wc	NW140519-VI_76	2	NW140519-VI_76
chr8	12017073	12563600	546528	*	cc-wc	NW140519-VI_76	2	NW140519-VI_76
chr8	84389407	84655160	265754	*	wc-cc	NW140519-VI_76	2	NW140519-VI_76
chr8	109296772	109397606	100835	*	cc-wc	NW140519-VI_76	2	NW140519-VI_76
chr8	126868358	126938792	70435	*	wc-ww	NW140519-VI_76	2	NW140519-VI_76
chr9	137099835	137272393	172559	*	wc-ww	NW140519-VI_76	2	NW140519-VI_76
chr1	195190558	195278801	88244	*	cc-wc	NW140519-VI_77	2	NW140519-VI_77
chr10	51704514	51752317	47804	*	wc-ww	NW140519-VI_77	2	NW140519-VI_77
chr10	91439845	91559101	119257	*	ww-wc	NW140519-VI_77	2	NW140519-VI_77
chr10	125280807	125326913	46107	*	wc-ww	NW140519-VI_77	2	NW140519-VI_77
chr11	65873383	65913209	39827	*	cc-wc	NW140519-VI_77	2	NW140519-VI_77
chr12	43902497	43971647	69151	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr12	91210645	91295666	85022	*	cc-wc	NW140519-VI_77	2	NW140519-VI_77
chr13	96661285	96739297	78013	*	cc-wc	NW140519-VI_77	2	NW140519-VI_77
chr14	37211433	37320785	109353	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr14	59332540	59418770	86231	*	cc-wc	NW140519-VI_77	2	NW140519-VI_77
chr14	91346638	91405577	58940	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr16	15267125	15406681	139557	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr16	22546957	22806457	259501	*	ww-wc	NW140519-VI_77	2	NW140519-VI_77
chr16	54731295	54849327	118033	*	wc-ww	NW140519-VI_77	2	NW140519-VI_77
chr17	37860092	38314827	454736	*	wc-ww	NW140519-VI_77	2	NW140519-VI_77
chr17	43194592	43334958	140367	*	ww-wc	NW140519-VI_77	2	NW140519-VI_77
chr18	52943341	53060349	117009	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr18	78390710	78493285	102576	*	cc-wc	NW140519-VI_77	2	NW140519-VI_77
chr2	81041211	81178259	137049	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr2	101384348	101450861	66514	*	cc-wc	NW140519-VI_77	2	NW140519-VI_77
chr2	120062265	120180190	117926	*	wc-ww	NW140519-VI_77	2	NW140519-VI_77
chr2	159155424	159207978	52555	*	ww-wc	NW140519-VI_77	2	NW140519-VI_77
chr21	15298510	15381806	83297	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr21	29479341	29592934	113594	*	cc-wc	NW140519-VI_77	2	NW140519-VI_77
chr3	12154914	12205378	50465	*	cc-wc	NW140519-VI_77	2	NW140519-VI_77
chr3	16124496	16242378	117883	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr3	108688961	108743336	54376	*	cc-wc	NW140519-VI_77	2	NW140519-VI_77
chr3	165845510	165947454	101945	*	wc-ww	NW140519-VI_77	2	NW140519-VI_77
chr3	169400294	169469591	69298	*	ww-wc	NW140519-VI_77	2	NW140519-VI_77
chr5	155322449	155389782	67334	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr6	130028268	130103533	75266	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr8	8092190	8265804	173615	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr8	11999243	12190331	191089	*	cc-wc	NW140519-VI_77	2	NW140519-VI_77
chr8	96485520	96627129	141610	*	wc-cc	NW140519-VI_77	2	NW140519-VI_77
chr9	349124	533960	184837	*	ww-wc	NW140519-VI_77	2	NW140519-VI_77
chrX	45025996	45140269	114274	*	wc-ww	NW140519-VI_77	2	NW140519-VI_77
chr1	47507715	47584345	76631	*	cc-wc	NW140519-VI_78	2	NW140519-VI_78
chr1	50163836	50317111	153276	*	wc-cc	NW140519-VI_78	2	NW140519-VI_78
chr1	54994275	55107218	112944	*	cc-wc	NW140519-VI_78	2	NW140519-VI_78
chr1	58188293	58234791	46499	*	wc-cc	NW140519-VI_78	2	NW140519-VI_78
chr1	75618749	76063391	444643	*	cc-wc	NW140519-VI_78	2	NW140519-VI_78
chr10	91982069	92154565	172497	*	cc-wc	NW140519-VI_78	2	NW140519-VI_78
chr11	103849334	103961119	111786	*	ww-wc	NW140519-VI_78	2	NW140519-VI_78
chr12	128080856	128180736	99881	*	wc-ww	NW140519-VI_78	2	NW140519-VI_78
chr15	58562174	58772035	209862	*	ww-wc	NW140519-VI_78	2	NW140519-VI_78
chr15	75381701	75625572	243872	*	wc-ww	NW140519-VI_78	2	NW140519-VI_78
chr17	75693854	75995998	302145	*	wc-cc	NW140519-VI_78	2	NW140519-VI_78
chr17	77998996	78214281	215286	*	cc-wc	NW140519-VI_78	2	NW140519-VI_78
chr2	140684818	140880348	195531	*	wc-cc	NW140519-VI_78	2	NW140519-VI_78
chr2	187971181	198566504	10595324	*	cc-wc	NW140519-VI_78	2	NW140519-VI_78
chr20	3023611	3221622	198012	*	wc-ww	NW140519-VI_78	2	NW140519-VI_78
chr22	21093247	21589851	496605	*	wc-cc	NW140519-VI_78	2	NW140519-VI_78
chr3	49922136	50021387	99252	*	wc-ww	NW140519-VI_78	2	NW140519-VI_78
chr3	56558470	56739773	181304	*	ww-wc	NW140519-VI_78	2	NW140519-VI_78
chr5	92935398	93091180	155783	*	ww-wc	NW140519-VI_78	2	NW140519-VI_78
chr6	133245348	133340874	95527	*	wc-cc	NW140519-VI_78	2	NW140519-VI_78
chr7	145024263	145148760	124498	*	wc-ww	NW140519-VI_78	2	NW140519-VI_78
chr8	7125768	8171081	1045314	*	ww-wc	NW140519-VI_78	2	NW140519-VI_78
chr8	12508457	12688137	179681	*	wc-ww	NW140519-VI_78	2	NW140519-VI_78
chr1	35250952	35563349	312398	*	cc-wc	NW140519-VI_80	2	NW140519-VI_80
chr10	113066870	113224202	157333	*	wc-cc	NW140519-VI_80	2	NW140519-VI_80
chr10	125548517	125687630	139114	*	cc-wc	NW140519-VI_80	2	NW140519-VI_80
chr13	35796277	35953638	157362	*	wc-cc	NW140519-VI_80	2	NW140519-VI_80
chr13	66903538	67310709	407172	*	cc-wc	NW140519-VI_80	2	NW140519-VI_80
chr15	65892646	66030717	138072	*	wc-ww	NW140519-VI_80	2	NW140519-VI_80
chr15	96634210	96776634	142425	*	ww-wc	NW140519-VI_80	2	NW140519-VI_80
chr16	21313475	21702312	388838	*	cc-wc	NW140519-VI_80	2	NW140519-VI_80
chr16	80328962	80415716	86755	*	wc-cc	NW140519-VI_80	2	NW140519-VI_80
chr18	33987892	34309363	321472	*	wc-ww	NW140519-VI_80	2	NW140519-VI_80
chr2	142059760	142334640	274881	*	wc-ww	NW140519-VI_80	2	NW140519-VI_80
chr2	235833128	236018982	185855	*	ww-wc	NW140519-VI_80	2	NW140519-VI_80
chr3	50074923	50187022	112100	*	ww-wc	NW140519-VI_80	2	NW140519-VI_80
chr3	58188403	58281399	92997	*	wc-cc	NW140519-VI_80	2	NW140519-VI_80
chr3	97657358	97988610	331253	*	cc-wc	NW140519-VI_80	2	NW140519-VI_80
chr4	143647807	143843065	195259	*	wc-cc	NW140519-VI_80	2	NW140519-VI_80
chr5	161701765	162114994	413230	*	wc-ww	NW140519-VI_80	2	NW140519-VI_80
chr6	48874756	49266244	391489	*	wc-ww	NW140519-VI_80	2	NW140519-VI_80
chr6	112834193	113118738	284546	*	ww-wc	NW140519-VI_80	2	NW140519-VI_80
chr8	7055500	7545164	489665	*	cc-wc	NW140519-VI_80	2	NW140519-VI_80
chr8	12136827	12703533	566707	*	wc-cc	NW140519-VI_80	2	NW140519-VI_80
chr9	82277498	82477901	200404	*	cc-wc	NW140519-VI_80	2	NW140519-VI_80
chr1	34704137	34777999	73863	*	wc-ww	NW140519-VI_81	2	NW140519-VI_81
chr11	134465708	134586387	120680	*	cc-wc	NW140519-VI_81	2	NW140519-VI_81
chr13	42246257	42420337	174081	*	wc-cc	NW140519-VI_81	2	NW140519-VI_81
chr14	74628934	74821353	192420	*	ww-wc	NW140519-VI_81	2	NW140519-VI_81
chr15	60312623	60489245	176623	*	wc-ww	NW140519-VI_81	2	NW140519-VI_81
chr15	83628467	83788648	160182	*	ww-wc	NW140519-VI_81	2	NW140519-VI_81
chr19	21912255	22028714	116460	*	wc-cc	NW140519-VI_81	2	NW140519-VI_81
chr20	8896988	9053943	156956	*	wc-ww	NW140519-VI_81	2	NW140519-VI_81
chr22	32407543	32553839	146297	*	cc-wc	NW140519-VI_81	2	NW140519-VI_81
chr3	58762639	58998148	235510	*	ww-wc	NW140519-VI_81	2	NW140519-VI_81
chr3	129621125	129760941	139817	*	wc-cc	NW140519-VI_81	2	NW140519-VI_81
chr3	138531204	138767931	236728	*	cc-wc	NW140519-VI_81	2	NW140519-VI_81
chr3	165740831	165921292	180462	*	wc-cc	NW140519-VI_81	2	NW140519-VI_81
chr3	169363845	169493523	129679	*	cc-wc	NW140519-VI_81	2	NW140519-VI_81
chr5	14474185	14580659	106475	*	wc-cc	NW140519-VI_81	2	NW140519-VI_81
chr6	40476701	40601404	124704	*	cc-wc	NW140519-VI_81	2	NW140519-VI_81
chr7	84298643	84696995	398353	*	ww-wc	NW140519-VI_81	2	NW140519-VI_81
chr7	151682796	151802257	119462	*	wc-cc	NW140519-VI_81	2	NW140519-VI_81
chr8	7216349	8263886	1047538	*	wc-ww	NW140519-VI_81	2	NW140519-VI_81
chr8	12818401	12934959	116559	*	ww-wc	NW140519-VI_81	2	NW140519-VI_81
chr8	94938341	95050993	112653	*	wc-ww	NW140519-VI_81	2	NW140519-VI_81
chr9	89482686	89535769	53084	*	wc-cc	NW140519-VI_81	2	NW140519-VI_81
chr9	101629106	102015470	386365	*	cc-wc	NW140519-VI_81	2	NW140519-VI_81
chrX	16775359	16994481	219123	*	ww-wc	NW140519-VI_81	2	NW140519-VI_81
chrX	89087750	89321570	233821	*	wc-ww	NW140519-VI_81	2	NW140519-VI_81
chr1	11470439	11560216	89778	*	cc-wc	NW140519-VI_85	2	NW140519-VI_85
